Código producto	Descripción del producto	Descripción completa del producto	Tipo de producto	Tipo de canasta	Fecha inicio abastecimiento	Tipo de Bases
100003977	TIOTROPIO 2,5MCG/PULS. SOL.P/INH. 60PUFF	TIOTROPIO 2,5 MCG/PULSACIONES SOLUCION CONTIENE 1 INHALADOR + 1 CARTUCHOCONTENIENDO 60 PUFF. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR INHALADOR.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100003990	CARMUSTINA 100MG POLVO/POLVO LIOFIL FAM	CARMUSTINA 100 MG POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100003994	BOTA DE UNNA 10 A 10,5 CM X 9 A 10 M	BOTA DE UNNA MEDIDAS 10 A 10,5 CM X 9 A 10 M COMPUESTA DE: GASA TEJIDA OVENDA DE ALGODON SEMIELASTICA O RIGIDA. DEBE ESTAR IMPREGNADA CON OXIDODE ZINC MAS SUSTANCIAS GELATINOSAS Y OTROS EXCIPIENTES. LIBRE DE LATEX. ENVASE RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100003997	CALCETIN TOBILLO 21 A 23CM 20 MMHG X PR	PAR DE CALCETINES COMPRESIVOS MEDIDA 21 A 23 CM Y COMPRESION DE 20MMHG AMBAS A NIVEL DEL TOBILLO. COMPOSICION 65 A 75% POLIAMIDA Y DE 25 A 35% ELASTANO, PUEDE CONTENER ALGUN MATERIAL SUAVIZANTE. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100004000	DEGARELIX 120MG LIOF P/SUSP INY FAM	DEGARELIX 120 MG POLVO LIOFILIZADO PARA SUSPENSION INYECTABLE ADMINISTRACION SUBCUTÁNEA FRASCO AMPOLLA CON POLVO LIOFILIZADO Y JERINGA PREGARGADA CON SOLVENTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100004001	DEGARELIX 80MG LIOF P/SUSP INY FAM	DEGARELIX 80 MG POLVO LIOFILIZADO PARA SUSPENSION INYECTABLEADMINISTRACION SUBCUTÁNEA FRASCO AMPOLLA CON POLVO LIOFILIZADO Y JERINGA PREGARGADACON SOLVENTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100004005	DULOXETINA 30 MG CM REC  O CP	DULOXETINA 30 MG COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO, COMPRIMIDOS CON RECUBRIMIENTO GASTRO RESISTENTE O CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDADDEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004006	DULOXETINA 60 MG CM REC  O CP	DULOXETINA 60 MG COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO, COMPRIMIDOS CONRECUBRIMIENTO GASTRO RESISTENTE O CÁPSULAS CON GRÁNULOS CON RECUBRIMIENTO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004012	CALCETIN TOBILLO 30 A 33CM 20MMHG X PR	PAR DE CALCETINES COMPRESIVOS MEDIDA 30 A 33 CM Y COMPRESION DE 20 MMH GAMBAS A NIVEL DEL TOBILLO. COMPOSICION 65 A 75% POLIAMIDA Y DE 25 A 35%ELASTANO, PUEDE CONTENER ALGUN MATERIAL SUAVIZANTE. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PAR.	Insumos	Canasta general	2020-01-01	272
100004013	KIT CALCETIN TOBILLO 18 A 20CM 40 MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 18 A 20 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DE TOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A 30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR KIT.	Insumos	Canasta general	2020-01-01	272
100004014	KIT CALCETIN TOBILLO 20 A 22CM 40MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 20 A 22 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR KIT.	Insumos	Canasta general	2020-01-01	272
100004015	KIT CALCETIN TOBILLO 22 A 24CM 40 MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER  PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 22 A 24 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZARPOR KIT.	Insumos	Canasta general	2020-01-01	272
100004016	KIT CALCETIN TOBILLO 24 A 26CM 40 MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER  PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 24 A 26 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION MEDIA DE COMPRESION:POLIAMIDA 70 A  80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR KIT.	Insumos	Canasta general	2020-01-01	272
100004017	KIT CALCETIN TOBILLO 26 A 28CM 40MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 26 A 28 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES: POLIAMIDA 70 A 80% ELASTANO 15 A 30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A 80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR KIT.	Insumos	Canasta general	2020-01-01	272
100004018	KIT CALCETIN TOBILLO 28 A 30CM 40 MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER  PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 28 A 30 CM Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZARPOR KIT.	Insumos	Canasta general	2020-01-01	272
100004019	KIT CALCETIN TOBILLO 30 A 32 CM 40 MMHG	KIT DE VENDAJE ELASTICO (DEBE CONTENER  PAR DE CALCETINES + MEDIA DE COMPRESIÓN) MEDIDA 30 A 32 CM  Y COMPRESION DE 40 MMHG AMBAS A NIVEL DETOBILLO. COMPOSICION PAR CALCETINES:  POLIAMIDA 70 A 80% ELASTANO 15 A30% DEBE CONTENER PLATA AL 1%. COMPOSICION  MEDIA DE COMPRESION:POLIAMIDA 70 A  80% ELASTANO 20 A 30%. DEBE CONTENER APLICADOR 100%POLIESTER. ENVASE INDIVIDUAL RESISTENTE QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR KIT	Insumos	Canasta general	2020-01-01	272
100004020	SISTEMA COMPRESIVO MULTICAPA 2 CAPAS	SISTEMA DE COMPRESION 2 CAPAS PARA TRATAMIENTO ULCERAS VENOSAS DEBEPROVEER COMPRESIÓN DE 40MMHG.PRIMERA CAPA INTERNA(CONTACTO CON LA PIEL): COMPUESTA POR VENDA DEESPUMA DE POLIURETANO O POLIESTER O VISCOSA POLIESTERO  POLIAMIDA OPOLIAMIDA ELASTINA MEDIDAS 10 CM X 2 M A 4 M.SEGUNDA CAPA(CAPA EXTERNA): COMPUESTA POR VENDA DE CORTO ESTIRAMIENTODE DRACÓN EXPANDIBLE O VISCOSA, O POLIESTER, O ALGODON, O POLIAMIDA YELASTANO, MEDIDASSIN ESTIRAR 10 CM X 2M A 3.6 M Y ESTIRADAS 10CM X 4.5M A 7.5 M, DEBE CONTENER ADHESIVO O SER COHESIVO. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SISTEMADE COMPRESIÓN.	Insumos	Canasta general	2020-01-01	272
100004021	SISTEMA COMPRESIVO MULTICAPA 3 CAPAS	SISTEMA DE COMPRESION 3 CAPAS LIBRE DE LATEX DEBE PROVEER COMPRESION DE40 MMHG. PRIMERA CAPA: COMPUESTA POR CAPA DE ABSORCION DE ALGODON Y ESPUMA DE POLIURETANO NO ELASTICA MEDIDAS: 10 A 12 CM X 3 A 4 M. SEGUNDA CAPA: CAPA DE COMPRESION ELASTICA COMPUESTA POR HILOS DE ELASTÓMERO Y NYLONMEDIDAS: 10 A 12 CM X 2 A 3 M. TERCERA CAPA: CAPA AUTOADHERENTE DE ELASTOCREPE COMPUESTO A BASE DE LATEX ESTIRABLE  MEDIDAS: 10 A 12 CM X 2A 3M. ADEMAS ESTE SISTEMA DEBE CONTENER UNA MALLA DE ACETATO DE CELULOSA IMPREGNADA EN PETROLATO. MEDIDAS 11 A 13 CM X 22 A 23 CM. ENVASE INDIVIDUALRESISTENTE QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR SISTEMA DE COMPRESIÓN.	Insumos	Canasta general	2020-01-01	272
100004022	AP. PLATA NANOCRISTAL 10A 12 X 10 A 12CM	APOSITO COMPUESTO DE POLIESTER IMPREGNADO EN PLATA NANOCRISTALINA. MEDIDAS 10 A 12 X 10 A 12 CM. CONCENTRACION DE PLATA ENTRE 0,6 A 1,7 MG/CM2.ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004023	AP. CARBON ACTIV C/PLAT 10A12 X10A12 CM	APOSITO CARBON ACTIVADO MAS PLATA DE 10 A 12 X 10 A 12 CM. CAPA EXTERNASUAVE NO ADHERENTE E HIPOALERGENICA. CAPA INTERNA CON CARBON ACTIVADO IMPREGNADO EN PLATA METALICA. NO DEBE CONTENER CARBOXIMETILCELULOSA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004025	AP. ESPU HIDROFI C/PLATA 10A12 X 10A1 CM	APOSITO ESPUMA HIDROFILICA IMPREGNADO CON PLATA IONICA DE 10 A 12 X 10 A12 CM. CONCENTRACION DE PLATA 0,5 A 1,5 MG/CM2. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004026	TORULAS ACETATO 3 CM C/DACC 5 UN X SOBRE	TORULAS DE ACETATO DE 3 CM ALTAMENTE HIDROFOBICAS IMPREGNADAS EN DIALQUIL CARBAMOILO CLORURO (DACC). ENVASE ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ENVASE DE 5 UNIDADES.	Insumos	Canasta general	2020-01-01	272
100004027	MALLA TEJIDA 7X 9 CM C/DACC X UN	MALLA TEJIDA DE ACETATO IMPREGNADA EN DIAQUILCARBAMOIL CLORURO (DACC) MEDIDAS 7 X 9 CM. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004029	AP. DE RINGER/PHMB 9 A 10 X 9 A10 CM	APOSITO DE RINGER MAS POLIHEXAMETILENO BIGUANIDA (PHMB), MEDIDA 9 A 10 X 9 A 10 CM. COMPOSICION CAPA EXTERNA DE PROPILENO Y CAPA INTERNA DE SILICONA. ENSU INTERIOR UN COJIN DE POLIACRILATO SUPER ABSORBENTE, SOLUCIONDERINGER Y PHMB. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004030	AP. ESPUMA C/HIDROGEL 10A 12 X 10A 12 CM	APOSITO  DE ESPUMA DE POLIURETANO CON LAMINA DE GEL. MEDIDAS 10 A 12 CMX 10 A 12 CM. REPELENTE AL AGUA PERMEABLE AL OXIGENO Y VAPOR DE AGUA. ALTA CAPACIDAD DE ABSORCION DE EXUDADO MODERADO A ABUNDANTE. LIBRE DE CARBOXIMETILCELULOSA Y PLATA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004031	AP. ESPUMA HIDROF POLIUR C/SILIC 10X10CM	APOSITO  DE ESPUMA DE POLIURETANO. MEDIDAS 10 A 12 CM X 10 A 12 CM. CAPAINTERNA (CONTACTO PACIENTE) IMPREGNADA EN SILICONA ADHERENTE. CAPA INTERMEDIA COMPUESTA DE ESPUMA  DE POLIURETANO. CAPA EXTERNA COMPUESTA DE LAMINA DE POLIURETANO. REPELENTE AL AGUA, PERMEABLE AL OXIGENO  Y VAPOR DEAGUA. ALTA CAPACIDAD DE ABSORCIÓN DE EXUDADO MODERADO A ABUNDANTE. LIBREDE CARBOXIMETILCELULOSA Y PLATA. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004032	MALLA POLIURET C/SILICON 7.5A10X10A12CM	MALLA DE POLIURETANO IMPREGNADA EN SILICONA MEDIDAS 7,5 A 10 CM X 10 A12 CM ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004033	MALLA C/PETROL O GLICERIN 10A12X10A12 CM	MALLA DE ACETATO DE CELULOSA O GASA TEJIDA NATURAL IMPREGNADA EN PETROLATO O GLICERINA. MEDIDAS 7,5 A 12 CM X 10 A 12 CM. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004035	GEL POLIHEXANIDA BETAINA X FRA 30 A 50ML	GEL PARA DESCONTAMINACION E HIDRATACION DE HERIDAS, COMPOSICION 0,1%BETAINA, 0,1% POLIHEXANIDA, GLICEROL, AGUA PURIFICADA E HIDROXIETILCELULOSAFRASCO 30 A 50 ML. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Insumos	Canasta general	2020-01-01	272
100004037	LUBRICANTE CUTANEO ENV. 30 A 100 ML x ML	"EMULSION COMPUESTA POR ACIDOS GRASOS HIPEROXIGENADOS (ACIDO LINOLEICOIGUAL O SUPERIOR 60%) Y QUE PUEDE CONTENER OTROS COMPONENTES COMO ALOE VERA O CENTELLA ASIATICA O GINKGO BILOBA O VITAMINA E O PERFUME. ENVASE RESISTENTE DE 30  A 100 ML QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR ML."	Insumos	Canasta general	2020-01-01	272
100004039	CURETA DERMATOLOGICA 4 MM X UNIDAD	CURETA DERMATOLOGICA 4 MM: INSTRUMENTO QUIRURGICO EN FORMA DE CUCHARA OPALA CON BORDES CORTANTES CON MANGO DE POLIURETANO DESECHABLE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004040	CURETAS 3 MM X UNIDAD	CURETA DERMATOLOGICA 3 MM: INSTRUMENTO QUIRURGICO EN FORMA DE CUCHARA OPALA CON BORDES CORTANTES CON MANGO DE POLIURETANO DESECHABLE. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004042	AP. ESPECIAL 10 A 12 X 10 A 12 CM	APOSITO ESPECIAL 10 A 12 X 10 A 12 CM CAPA EXTERNA TELA NO TEJIDA. CAPAINTERNA DE CELULOSA O POLIAMIDA MAS VISCOSA. ENVASE INDIVIDUAL ESTERIL CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004043	AP. ESPECIAL 20 A 22 X 25 A 27 CM	APOSITO ESPECIAL 20 A 22 X 25 A 27 CM CAPA EXTERNA TELA NO TEJIDA. CAPAINTERNA CELULOSA O POLIAMIDA MAS VISCOSA. ENVASE INDIVIDUAL ESTERIL CONSELLO QUE ASEGURE LA  INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100004053	LINAGLIPTINA 5 MG CM REC	LINAGLIPTINA 5 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004057	ACIDO URSODEOXICOLICO 500MG CP/CM/CM REC	ACIDO URSODEOXICOLICO 500 MG CAPSULA, COMPRIMIDO O COMPRIMIDO RECUBIERTOENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100004060	INSULINA GLARGINA RECOMB 300 UI/ML LAPIZ	INSULINA GLARGINA HUMANA RECOMBINANTE SOLUCION INYECTABLE 300 U.I./ML DISPOSITIVO INYECTOR DESECHABLE (TIPO LAPICERA) ENVASE INDIVIDUAL CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR DISPOSITIVO.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.3
100004062	CIPROFIBRATO 100 MG CM/CP	CIPROFIBRATO 100 MG COMPRIMIDO O CAPSULA, ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004063	DIOSMINA/HESPERIDINA 450/50 MG CM	DIOSMINA/HESPERIDINA 450/50 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004064	LANSOPRAZOL 30MG CP C/MICR.C/REC/ENT	LANSOPRAZOL 30 MG CAPSULAS CON GRANULOS O MICROGRANULOS CON RECUBRIMIENTO ENTERICO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004066	MELATONINA 3 MG CP	MELATONINA 3 MG CAPSULA, COMPRIMIDO ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100004067	METOPROLOL 50 MG CM/CM REC LIB PROLONGAD	METOPROLOL 50 MG COMPRIMIDO DE LIBERACIÓN PROLONGADA O COMPRIMIDORECUBIERTO DE LIBERACIÓN PROLONGADA ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100004069	PARACETAMOL 1000 MG CM	PARACETAMOL 1000 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORCOMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004070	RIVAROXABAN 20 MG CM RECUBIERTO	RIVAROXABAN 20 MG COMPRIMIDO RECUBIERTO VÍA ORAL ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004071	VALSARTAN/HIDROCLORTIA 160/12,5MG CM REC	VALSARTAN/HIDROCLORTIAZIDA 160/12,5 MG COMPRIMIDOS RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDELCONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta general	2021-01-01	Importación
100004074	VILDAGLIPTIN/METFORMIN 50/1000MG CM REC	VILDAGLIPTINA/METFORMINA 50/1000MG COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004075	VILDAGLIPTIN/METFORMINA 50/850MG CM REC	VILDAGLIPTINA/METFORMINA 50/850MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta general	2020-01-01	341-2.2
100004077	RASAGILINA 1MG CM	RASAGILINA 1MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100004078	GLUCOSAMINA/CONDROITINA 500/400MG CM/CP	GLUCOSAMINA 500 MG/CONDROITINA 400 MG COMPRIMIDO O CAPSULA. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O CAPSULA	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100004081	CLORHEXIDINA 2% JABON LIQ.FRA 50 ML	CLORHEXIDINA 2 %JABON LIQUIDO ANTISEPTICO FRASCO 50 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta general	2020-01-01	341-2.1
100004116	TESTOSTERONA UNDECANOAT 1000MG/4ML AM/FA	TESTOSTERONA UNDECANOATO 1000 MG/4 ML SOLUCIÓN INYECTABLE INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004126	FLUTICASONA 250 MCG/DO S/CFC FRA 120 DO	FLUTICASONA 250 MCG/DOSIS AEROSOL PARA INHALACION ORAL LIBRE CFC FRASCO120 DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100004127	FLUDARABINA 50 MG/2ML SOL.INY. FAM	FLUDARABINA FOSFATO 50 MG/2 ML SOLUCIÓN CONCENTRADA PARA SOLUCIÓN INYECTABLE INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004129	ETORICOXIB 60 MG CM REC	ETORICOXIB 60 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100004156	BICALUTAMIDA 150 MG CM REC	BICALUTAMIDA 150 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
